id,speed
170,11.575014
171,11.202024
172,44.403034
173,48.616627
174,44.416035
175,26.539438
176,20.835875
177,16.21832
178,17.74169
179,11.467043
180,44.05785
181,48.96835
182,49.239834
183,48.711216
184,40.992123
185,20.352903
186,19.01248
187,39.26459
188,36.00475
189,48.301517
190,42.87303
191,41.142273
192,37.052734
193,36.372757
194,36.027847
195,36.758266
196,35.91609
197,42.115364
198,39.239296
199,48.399776
200,47.61342
201,28.521627
202,23.99002
203,19.254997
204,17.277742
205,18.98995
206,39.974903
207,40.23808
208,48.124363
209,48.630833
210,47.758587
211,46.757256
212,28.48264
213,13.8120165
214,22.55011
215,22.03159
216,17.796705
217,24.082602
218,44.386555
219,48.47347
220,47.250515
221,45.210407
222,29.129913
223,18.904251
224,12.22509
225,26.08284
226,46.3625
227,48.302643
228,17.181618
229,23.689087
230,17.745943
231,17.511084
232,43.46312
233,48.313015
234,46.832485
235,20.34846
236,26.33323
237,21.222538
238,24.302523
239,41.536427
240,31.540249
241,36.87551
242,47.946865
243,48.60348
244,48.06811
245,48.225372
246,29.563234
247,25.966816
248,23.8776
249,21.737648
250,20.71077
251,32.274193
252,41.522457
253,31.35715
254,36.07789
255,47.534904
256,47.612267
257,45.8831
258,44.358566
259,40.986423
260,39.30395
261,37.960682
262,37.274326
263,42.39103
264,30.679224
265,39.973957
266,48.15338
267,44.562023
268,19.028505
269,20.984463
270,18.928501
271,18.978735
272,18.606804
273,13.602492
274,45.366093
275,48.064953
276,48.35478
277,47.75918
278,29.213848
279,16.741093
280,18.11159
281,22.388493
282,18.879347
283,17.438
284,13.231705
285,12.87572
286,47.34341
287,47.54815
288,13.715786
289,14.720077
290,14.823286
291,10.591835
292,10.480016
293,24.939924
294,44.592426
295,47.897587
296,47.085
297,32.245434
298,25.586157
299,30.167334
300,24.742344
301,22.885138
302,24.948765
303,42.627316
304,43.124912
305,48.997868
306,48.510216
307,48.989403
308,45.50493
309,31.26532
310,18.852093
311,9.458988
312,42.15238
313,37.188786
314,41.59772
315,48.83281
316,46.378593
317,44.45762
318,38.91244
319,43.161617
320,47.199715
321,47.234257
322,46.922768
323,45.56225
324,35.699753
325,37.39956
326,41.676743
327,38.024567
328,36.267056
329,34.17306
330,30.823416
331,40.13989
332,41.065063
333,43.254807
334,39.915134
335,43.5769
336,47.555824
337,47.15056
338,24.272415
339,21.094286
340,21.323166
341,25.439745
342,41.798805
343,42.121998
344,47.644306
345,47.253223
346,46.56208
347,17.019186
348,36.94074
349,49.258408
350,48.87742
351,48.66918
352,30.15524
353,16.144157
354,22.853922
355,18.004725
356,16.00417
357,23.303764
358,38.240074
359,43.54934
360,42.15753
361,48.852642
362,21.563751
363,23.996565
364,20.317398
365,18.381004
366,15.289982
367,23.538948
368,39.35279
369,48.355396
370,48.067413
371,47.713135
372,46.810352
373,20.09159
374,20.168419
375,15.508775
376,23.899366
377,37.044403
378,42.26795
379,48.85266
380,24.165855
381,18.486683
382,14.423408
383,33.23203
384,49.139957
385,48.538113
386,48.207966
387,33.81679
388,35.411167
389,32.49324
390,33.79864
391,41.828335
392,47.412727
393,48.294586
394,47.553688
395,21.249134
396,20.117975
397,22.901228
398,22.44857
399,18.55697
400,14.093586
401,37.593224
402,37.79976
403,47.656
404,46.708996
405,44.466534
406,29.339369
407,19.975681
408,20.644382
409,20.022955
410,19.822088
411,13.930549
412,43.90824
413,39.224022
414,44.606537
415,47.930008
416,47.90653
417,47.64576
418,47.05859
419,30.291584
420,18.080755
421,11.738222
422,43.500473
423,38.600666
424,48.013783
425,48.854847
426,45.937756
427,36.12688
428,30.089115
429,40.523083
430,40.97105
431,47.885628
432,47.492855
433,45.37411
434,24.243633
435,33.13329
436,27.776075
437,23.938597
438,47.73796
439,48.060192
440,48.447758
441,36.960804
442,33.66159
443,33.66484
444,30.765196
445,36.84605
446,34.967365
447,38.89803
448,46.708195
449,45.6672
450,45.55696
451,45.210693
452,46.11256
453,44.867764
454,44.056232
455,43.920006
456,44.138344
457,45.465893
458,47.801796
459,47.91619
460,35.430824
461,30.247883
462,30.74755
463,27.050947
464,30.392452
465,39.935204
466,47.800255
467,48.38253
468,47.394897
469,45.86095
470,27.536688
471,33.77256
472,30.72923
473,27.195784
474,20.087946
475,32.02865
476,48.278797
477,46.218414
478,35.753258
479,30.061274
480,29.088726
481,27.0901
482,30.3957
483,47.77673
484,47.232662
485,46.516605
486,32.66885
487,34.422943
488,29.648361
489,17.077293
490,15.596307
491,37.88774
492,43.236725
493,47.915627
494,48.2184
495,47.457314
496,27.667881
497,32.512543
498,42.135242
499,48.11962
500,48.637592
501,48.871983
502,48.32761
503,47.665546
504,34.22358
505,35.32454
506,30.101685
507,30.80628
508,28.837988
509,43.35781
510,46.652676
511,47.022808
512,46.157608
513,45.07398
514,44.09862
515,42.9837
516,43.467503
517,42.470562
518,47.45725
519,46.80139
520,21.763468
521,27.487965
522,23.602192
523,23.429813
524,16.721775
525,46.809578
526,48.147987
527,48.500107
528,47.222572
529,28.804878
530,21.501722
531,26.443333
532,22.460579
533,18.346914
534,16.021803
535,47.144527
536,27.987085
537,17.66644
538,19.137245
539,20.729958
540,15.535719
541,14.805436
542,45.940147
543,44.74661
544,48.091255
545,45.65904
546,20.883844
547,19.65404
548,20.061352
549,19.931015
550,18.544422
551,39.509686
552,42.901546
553,48.121067
554,48.50386
555,45.988503
556,34.03686
557,20.344368
558,23.61087
559,23.273964
560,19.13413
561,19.20871
562,15.230486
563,14.32283
564,11.748596
565,10.463966
566,41.713074
567,37.00773
568,41.40619
569,49.503124
570,48.941395
571,29.252214
572,41.075687
573,47.699036
574,47.04038
575,47.6362
576,46.72709
577,37.93898
578,40.827705
579,43.857876
580,42.47622
581,39.837593
582,48.225838
583,48.92016
584,18.876957
585,19.831308
586,22.629417
587,21.328808
588,18.033129
589,17.381128
590,18.583557
591,16.981169
592,44.14039
593,47.02241
594,47.43062
595,46.104946
596,44.040447
597,28.608349
598,24.95834
599,21.751055
600,18.494705
601,47.96195
602,47.802696
603,45.315105
604,16.332573
605,20.102133
606,38.068283
607,39.567863
608,47.501923
609,47.869106
610,47.179104
611,46.424854
612,42.714645
613,13.940988
614,17.471954
615,14.295431
616,12.080175
617,12.95084
618,11.464532
619,19.220572
620,39.315617
621,49.19278
622,48.83389
623,48.447536
624,45.733784
625,30.408833
626,20.392307
627,17.634954
628,18.53625
629,11.011753
630,21.909248
631,49.57528
632,48.382156
633,46.5564
634,36.470936
635,27.137354
636,28.051676
637,48.79379
638,49.362778
639,48.372177
640,37.429516
641,41.896996
642,39.367104
643,41.6483
644,36.67125
645,45.156773
646,41.15991
647,47.414104
648,48.095535
649,47.605717
650,45.098072
651,16.472698
652,17.728874
653,11.761743
654,23.33623
655,46.281826
656,47.018436
657,46.794907
658,45.957535
659,45.452763
660,42.879337
661,16.282013
662,23.608341
663,17.697596
664,17.160423
665,18.478292
666,17.213516
667,10.276615
668,41.4065
669,36.909996
670,42.33049
671,47.59515
672,43.75944
673,21.746395
674,16.888462
675,35.798824
676,48.4975
677,48.465748
678,47.124607
679,15.275083
680,24.230139
681,19.762856
682,21.938026
683,20.32927
684,43.53713
685,47.91511
686,47.78549
687,47.45288
688,44.90093
689,26.845438
690,15.56353
691,21.386045
692,15.67032
693,16.138947
694,49.34021
695,48.761208
696,41.110302
697,28.815685
698,25.036373
699,18.508173
700,18.131863
701,21.129236
702,41.424583
703,45.903313
704,47.86841
705,48.097782
706,47.48718
707,46.533005
708,44.09173
709,42.80103
710,42.435326
711,40.849083
712,40.02136
713,40.94935
714,38.258755
715,45.49705
716,36.651108
717,44.962673
718,47.003284
719,26.393547
720,11.955568
721,8.818639
722,7.532639
723,42.69662
724,43.2973
725,47.319855
726,46.825645
727,25.82358
728,15.523833
729,15.208343
730,9.170255
731,42.745422
732,47.23661
733,47.66487
734,43.177467
735,9.740816
736,12.449059
737,11.616028
738,11.809609
739,6.338551
740,33.45537
741,41.087627
742,47.551975
743,48.185482
744,47.90729
745,24.96666
746,13.809029
747,19.329674
748,19.306587
749,15.299048
750,14.879153
751,15.851561
752,42.20466
753,48.464405
754,48.177773
755,47.14582
756,46.502056
757,12.794631
758,15.044264
759,14.671396
760,15.93355
761,11.034185
762,23.51439
763,42.85562
764,34.67168
765,38.82875
766,49.068134
767,48.574696
768,40.11555
769,18.375393
770,18.741936
771,19.660576
772,30.944807
773,46.8149
774,47.198746
775,46.667133
776,46.13315
777,45.062004
778,39.861843
779,38.4465
780,48.05718
781,48.546417
782,47.916344
783,13.931442
784,15.530774
785,15.983369
786,13.604727
787,14.774788
788,9.947214
789,20.198345
790,47.92827
791,48.42226
792,47.609882
793,48.206608
794,20.299036
795,18.812822
796,14.363768
797,8.613657
798,18.587048
799,47.193806
800,26.161366
801,12.339426
802,15.225013
803,12.906157
804,13.418198
805,9.628689
806,35.073936
807,43.390514
808,48.16302
809,48.113464
810,47.77912
811,47.28561
812,27.25645
813,13.311824
814,19.10272
815,18.779474
816,16.240282
817,43.490025
818,37.102753
819,49.701855
820,48.354748
821,29.429209
822,33.48267
823,27.924782
824,27.216648
825,27.334698
826,49.459343
827,48.787872
828,38.23968
829,34.71508
830,34.812664
831,33.261963
832,45.65304
833,38.052895
834,48.893303
835,49.09069
836,44.576775
837,43.557022
838,46.112343
839,41.704517
840,48.578922
841,48.793934
842,48.60457
843,33.491474
844,28.634628
845,25.138605
846,28.812954
847,38.09186
848,47.122803
849,48.242985
850,48.424904
851,21.616188
852,26.106642
853,25.182974
854,25.845093
855,26.545572
856,22.841835
857,41.967266
858,45.039547
859,47.994358
860,47.283596
861,46.83682
862,21.66752
863,24.897526
864,24.390984
865,23.09138
866,31.580929
867,44.836597
868,41.209587
869,49.199123
870,47.80265
871,31.197403
872,31.335613
873,27.044054
874,45.58603
875,44.87275
876,48.78567
877,48.297817
878,47.75526
879,20.425638
880,13.985243
881,13.592361
882,25.967054
883,43.438
884,38.90461
885,47.428555
886,48.021255
887,47.313416
888,46.95562
889,46.906845
890,36.169487
891,27.282078
892,28.218922
893,26.707506
894,38.750145
895,48.01328
896,36.86894
897,42.49468
898,45.16316
899,43.662384
900,41.510418
901,48.53281
902,47.723373
903,30.120556
904,18.33372
905,18.8843
906,23.104143
907,19.454126
908,16.141834
909,13.369684
910,35.937378
911,41.751392
912,48.163174
913,47.679264
914,46.876213
915,22.653212
916,21.688622
917,19.335283
918,20.343344
919,15.961112
920,47.797752
921,48.220848
922,47.663303
923,16.164038
924,20.664564
925,20.83815
926,16.679142
927,19.201796
928,15.183094
929,13.5424
930,22.577198
931,39.597336
932,43.499233
933,47.890404
934,14.273939
935,15.8955145
936,17.114992
937,16.025734
938,12.523118
939,21.90958
940,43.43231
941,48.07448
942,48.3543
943,47.418728
944,46.93075
945,26.753902
946,14.974383
947,23.61107
948,22.927444
949,17.248669
950,40.33426
951,48.02146
952,48.764557
953,46.384754
954,39.616158
955,26.003042
956,25.661566
957,17.678179
958,40.509914
959,35.72815
960,45.606297
961,47.617504
962,47.723736
963,45.651997
964,45.0717
965,44.391785
966,43.907635
967,42.399113
968,41.8051
969,42.3863
970,39.345932
971,38.71488
972,46.44223
973,13.685634
974,16.207468
975,20.595003
976,16.731524
977,16.127981
978,18.18978
979,13.351782
980,11.098611
981,23.002514
982,45.513004
983,47.43059
984,48.321667
985,47.264496
986,23.045914
987,18.047585
988,16.49368
989,9.411188
990,36.268463
991,44.21854
992,48.891712
993,48.025463
994,47.681156
995,47.00391
996,26.7907
997,16.046268
998,18.011356
999,21.597734
1000,17.90765
1001,15.835121
1002,16.686226
1003,9.601779
1004,20.38517
1005,44.67186
1006,48.717396
1007,47.024372
1008,45.3838
1009,30.12875
1010,18.872208
1011,21.158875
1012,13.376269
1013,12.894118
1014,43.73814
1015,48.568306
1016,47.95184
1017,29.197287
1018,17.989864
1019,23.270308
1020,16.145435
1021,15.945096
1022,9.327984
1023,37.2693
1024,44.301662
1025,37.826218
1026,48.650013
1027,30.514606
1028,23.72706
1029,22.851276
1030,22.54355
1031,21.459316
1032,21.706419
1033,41.389477
1034,40.23229
1035,46.24469
1036,47.647175
1037,48.017265
1038,44.223343
1039,41.596817
1040,41.31759
1041,40.029953
1042,38.98121
1043,37.484432
1044,44.81894
1045,38.409065
1046,37.11541
1047,48.045536
1048,47.6712
1049,47.60077
1050,28.388166
1051,21.849846
1052,16.162327
1053,10.196393
1054,44.091698
1055,48.49732
1056,48.281994
1057,46.261612
1058,43.903194
1059,14.088419
1060,20.57516
1061,16.197449
1062,11.137693
1063,37.280575
1064,45.125156
1065,40.584724
1066,48.972267
1067,48.13186
1068,48.740612
1069,47.73395
1070,47.19271
1071,44.912117
1072,13.887982
1073,15.322769
1074,13.566917
1075,20.865746
1076,36.925053
1077,48.226658
1078,44.322906
1079,13.339364
1080,15.645027
1081,16.973373
1082,16.592161
1083,11.55627
1084,45.481552
1085,39.993385
1086,44.552135
1087,47.92132
1088,17.100136
1089,9.604625
1090,36.994537
1091,39.6142
1092,48.621716
1093,48.289898
1094,46.14682
1095,38.734356
1096,24.33067
1097,22.260015
1098,16.033632
1099,16.247368
1100,17.202738
1101,28.377502
1102,39.55498
1103,38.2958
1104,33.004536
1105,35.798615
1106,47.51227
1107,47.273243
1108,44.63335
1109,41.349735
1110,40.408073
1111,38.77751
1112,37.167965
1113,44.032753
1114,44.088444
1115,48.104137
1116,47.81857
1117,47.410473
1118,26.369709
1119,24.476862
1120,38.657326
1121,40.544285
1122,43.757877
1123,49.113106
1124,46.452194
1125,30.09018
1126,29.872175
1127,29.135452
1128,32.5406
1129,39.95233
1130,42.544685
1131,47.97779
1132,47.455376
1133,45.526283
1134,31.969854
1135,20.261833
1136,22.109493
1137,19.86229
1138,19.38263
1139,16.827402
1140,44.280136
1141,40.292873
1142,47.213993
1143,48.15947
1144,47.3809
1145,30.290226
1146,16.999012
1147,18.73935
1148,45.75259
1149,43.92959
1150,16.027859
1151,20.121277
1152,22.331661
1153,20.470877
1154,19.783875
1155,15.861955
1156,14.463307
1157,27.383333
1158,40.192116
1159,38.859146
1160,47.5006
1161,46.877922
1162,47.620075
1163,46.910778
1164,23.71598
1165,25.323444
1166,22.92244
1167,21.158222
1168,48.22047
1169,48.080517
1170,46.836372
1171,40.909332
1172,33.310993
1173,44.42308
1174,42.56491
1175,47.630005
1176,47.361717
1177,33.219967
1178,24.814905
1179,23.929626
1180,22.257555
1181,22.568296
1182,17.104431
1183,42.15759
1184,41.928745
1185,46.42474
1186,46.207844
1187,45.741592
1188,24.335897
1189,16.362736
1190,14.976196
1191,14.574327
1192,40.390244
1193,43.11059
1194,47.626842
1195,47.06676
1196,46.545376
1197,44.503143
1198,28.404934
1199,39.71728
1200,47.668358
1201,47.143356
1202,41.350487
1203,15.667512
1204,20.09883
1205,18.111343
1206,18.285845
1207,10.715251
1208,21.372984
1209,34.87299
1210,46.801926
1211,44.874325
1212,24.774654
1213,23.920925
1214,22.632132
1215,19.15756
1216,47.836002
1217,48.681744
1218,48.014133
1219,33.05012
1220,26.590271
1221,24.669504
1222,23.675062
1223,21.545376
1224,19.593904
1225,14.450986
1226,12.55944
1227,35.878544
1228,37.935547
1229,42.25675
1230,47.427933
1231,47.750225
1232,39.849422
1233,39.507328
1234,37.81193
1235,48.02801
1236,16.286297
1237,22.637508
1238,20.18343
1239,14.822667
1240,25.445387
1241,45.122395
1242,40.652813
1243,43.439175
1244,48.752308
1245,47.678017
1246,17.992685
1247,24.217617
1248,24.469065
1249,12.138848
1250,45.507687
1251,48.734215
1252,47.76125
1253,47.560455
1254,22.292213
1255,15.857587
1256,15.493565
1257,40.275974
1258,47.90984
1259,47.204216
1260,46.973145
1261,44.66927
1262,27.784733
1263,22.19737
1264,15.659355
1265,16.570293
1266,15.703165
1267,15.415112
1268,22.031034
1269,48.20287
1270,47.947586
1271,48.261276
1272,45.077305
1273,14.26351
1274,17.176455
1275,18.460724
1276,18.366407
1277,13.097528
1278,22.01134
1279,37.982643
1280,43.060516
1281,36.870235
1282,48.48991
1283,48.173103
1284,47.273895
1285,25.76436
1286,26.746788
1287,22.52251
1288,23.19496
1289,20.047615
1290,36.448715
1291,48.268436
1292,48.14349
1293,42.879963
1294,42.799015
1295,42.157936
1296,40.493397
1297,37.828224
1298,45.032677
1299,47.525978
1300,46.860653
1301,44.72545
1302,22.551361
1303,14.21748
1304,23.291264
1305,48.543232
1306,48.505165
1307,48.481888
1308,48.472065
1309,31.631962
1310,19.663479
1311,28.566782
1312,24.378016
1313,23.928814
1314,16.531116
1315,27.6249
1316,41.829918
1317,41.90564
1318,43.9172
1319,47.67125
1320,47.26551
1321,44.956303
1322,17.0612
1323,17.993486
1324,19.262169
1325,24.762182
1326,48.16156
1327,22.177618
1328,17.111404
1329,16.285673
1330,16.563175
1331,11.600087
1332,22.887014
1333,38.473907
1334,38.734985
1335,47.962048
1336,47.02847
1337,45.286015
1338,18.524563
1339,18.862892
1340,19.811144
1341,18.930574
1342,49.121326
1343,48.377205
1344,39.81438
1345,26.84492
1346,25.883343
1347,18.578564
1348,19.45245
1349,42.081978
1350,41.33753
1351,40.868122
1352,40.46313
1353,39.67832
1354,40.259964
1355,37.973785
1356,44.38964
1357,39.332737
1358,47.6876
1359,29.338257
1360,27.373486
1361,25.921373
1362,20.120544
1363,18.094227
1364,18.946661
1365,15.301349
1366,13.566069
1367,40.215843
1368,47.729187
1369,28.084257
1370,25.642487
1371,17.0808
1372,10.565814
1373,38.72148
1374,47.775345
1375,47.9595
1376,48.178276
1377,28.987103
1378,19.522741
1379,41.139824
1380,43.196743
1381,47.248203
1382,15.73967
1383,10.65956
1384,38.661343
1385,42.95921
1386,40.116405
1387,47.888535
1388,47.96928
1389,44.29315
1390,18.797838
1391,19.779858
1392,21.72426
1393,18.327747
1394,18.025515
1395,16.083683
1396,40.550385
1397,48.09957
1398,47.653767
1399,47.66704
1400,27.785583
1401,26.31799
1402,47.787975
1403,46.85923
1404,45.331577
1405,40.839653
1406,36.129906
1407,42.176586
1408,38.36376
1409,41.422146
1410,42.17962
1411,44.79644
1412,46.763573
1413,47.58659
1414,14.410993
1415,26.65928
1416,40.256046
1417,46.831215
1418,46.61576
1419,46.02502
1420,14.678965
1421,20.292059
1422,19.116531
1423,17.078856
1424,15.349255
1425,13.567902
1426,13.608315
1427,23.31253
1428,39.657482
1429,46.44919
1430,46.97357
1431,46.408836
1432,45.52527
1433,42.91927
1434,18.733824
1435,16.986425
1436,17.409733
1437,16.333778
1438,12.131715
1439,23.506573
1440,39.28574
1441,42.787544
1442,46.93166
1443,46.03046
1444,43.052105
1445,28.51904
1446,16.34719
1447,40.928528
1448,46.92113
1449,45.5364
1450,31.38886
1451,16.88229
1452,16.11029
1453,19.12015
1454,12.4400215
1455,39.03821
1456,41.956604
1457,48.553917
1458,47.65135
1459,45.51908
1460,23.42099
1461,16.882774
1462,19.514923
1463,41.300755
1464,48.171043
1465,48.71011
1466,47.926376
1467,45.98373
1468,44.403156
1469,38.94623
1470,38.485653
1471,40.711967
1472,47.16794
1473,46.63538
1474,12.879112
1475,17.326258
1476,18.674196
1477,12.884759
1478,38.8279
1479,37.757927
1480,47.81285
1481,47.212044
1482,46.833103
1483,28.642988
1484,22.944582
1485,22.753529
1486,19.868448
1487,16.680676
1488,12.345056
1489,11.749657
1490,21.980862
1491,36.746902
1492,46.570637
1493,46.083637
1494,45.16051
1495,42.202946
1496,19.540724
1497,19.174492
1498,17.192745
1499,10.588435
1500,22.484682
1501,38.021152
1502,45.296303
1503,47.048397
1504,45.527275
1505,42.68403
1506,12.435885
1507,17.868109
1508,20.46197
1509,18.920862
1510,16.676586
1511,10.958068
1512,11.17918
1513,37.873783
1514,45.049374
1515,38.172787
1516,43.797775
1517,20.844217
1518,10.112026
1519,39.117096
1520,38.553886
1521,47.642258
1522,46.708523
1523,25.4287
1524,24.058687
1525,19.572674
1526,19.602392
1527,17.473734
1528,39.372395
1529,32.08409
1530,46.077827
1531,47.197613
1532,38.727345
1533,37.690235
1534,44.06977
1535,43.769733
1536,36.90107
1537,49.213966
1538,48.44576
1539,48.75651
1540,48.630447
1541,47.120655
1542,24.92252
1543,27.649828
1544,28.314
1545,25.6113
1546,25.169533
1547,41.23427
1548,48.136852
1549,48.48889
1550,47.722363
1551,45.054348
1552,26.242079
1553,22.405895
1554,18.407442
1555,16.866976
1556,10.8723
1557,23.06318
1558,36.024975
1559,48.174175
1560,48.746273
1561,47.869263
1562,47.628098
1563,13.007689
1564,20.032776
1565,10.281598
1566,10.175596
1567,22.38681
1568,43.127377
1569,47.99552
1570,20.12746
1571,20.744034
1572,16.0247
1573,16.458523
1574,12.345894
1575,23.673223
1576,42.429787
1577,41.922253
1578,47.602192
1579,47.545
1580,46.189987
1581,44.026703
1582,24.057226
1583,16.458618
1584,12.233639
1585,10.539464
1586,38.261665
1587,43.266148
1588,34.469948
1589,36.813133
1590,47.644093
1591,47.449482
1592,46.78055
1593,39.9496
1594,26.807837
1595,18.93325
1596,13.880795
1597,31.833055
1598,41.341686
1599,32.6115
1600,45.064484
1601,45.30685
1602,44.61186
1603,43.59714
1604,38.56911
1605,36.42101
1606,37.345062
1607,36.621876
1608,33.456436
1609,46.555645
1610,46.76463
1611,46.098537
1612,45.405613
1613,18.49156
1614,18.301645
1615,18.468664
1616,17.77167
1617,36.01202
1618,40.124645
1619,46.64148
1620,47.113785
1621,46.23309
1622,46.50319
1623,45.677105
1624,43.43886
1625,25.790812
1626,16.906332
1627,24.267214
1628,22.268255
1629,15.769409
1630,11.743177
1631,47.69286
1632,47.962997
1633,47.167316
1634,47.569534
1635,46.65868
1636,44.173843
1637,14.996076
1638,23.261354
1639,22.60707
1640,16.476452
1641,12.234955
1642,24.833908
1643,37.69293
1644,41.5781
1645,47.166275
1646,47.499245
1647,46.51313
1648,21.701654
1649,15.064574
1650,17.152973
1651,17.572956
1652,12.250545
1653,24.060204
1654,38.732155
1655,37.80757
1656,48.099056
1657,45.028034
1658,14.587442
1659,22.165653
1660,20.713339
1661,15.9016075
1662,18.03208
1663,18.564325
1664,17.931942
1665,35.61848
1666,46.18445
1667,37.732964
1668,23.913061
1669,20.925253
1670,22.657743
1671,17.941126
1672,41.00572
1673,34.56618
1674,36.643932
1675,46.804302
1676,47.917522
1677,47.44776
1678,41.090508
1679,40.776867
1680,42.112778
1681,47.616844
1682,48.4272
1683,47.890137
1684,37.571335
1685,28.78464
1686,33.539646
1687,28.88515
1688,29.219408
1689,27.64943
1690,21.485977
1691,30.173193
1692,43.406174
1693,39.10256
1694,47.505013
1695,46.96965
1696,44.774647
1697,15.947511
1698,19.596682
1699,20.85075
1700,45.392853
1701,45.52167
1702,30.491093
1703,17.905638
1704,19.022934
1705,20.381327
1706,18.271938
1707,14.90779
1708,24.82129
1709,39.153336
1710,43.815678
1711,48.415375
1712,48.073914
1713,44.563656
1714,20.180979
1715,18.709383
1716,19.469715
1717,16.565989
1718,42.91148
1719,41.820877
1720,47.036167
1721,46.670094
1722,43.101105
1723,23.5841
1724,16.469334
1725,18.199812
1726,38.77124
1727,42.505947
1728,47.86944
1729,34.14568
1730,22.47491
1731,21.312475
1732,42.60856
1733,48.717564
1734,47.87073
1735,47.798824
1736,40.88063
1737,33.14035
1738,39.1784
1739,38.16126
1740,39.03841
1741,35.67695
1742,29.952402
1743,42.360653
1744,43.61561
1745,41.57284
1746,12.553632
1747,14.87482
1748,24.389122
1749,37.714485
1750,36.91716
1751,46.80084
1752,47.41784
1753,17.492205
1754,22.700788
1755,23.049973
1756,22.951414
1757,41.648487
1758,47.24912
1759,47.302784
1760,47.888393
1761,47.200512
1762,44.590008
1763,14.742692
1764,16.599592
1765,18.362837
1766,24.993282
1767,48.266605
1768,47.506836
1769,47.026936
1770,24.701458
1771,23.035543
1772,17.642906
1773,47.667286
1774,46.5807
1775,47.19018
1776,46.404747
1777,45.38376
1778,9.601863
1779,18.012102
1780,19.005592
1781,18.535849
1782,23.209068
1783,38.216812
1784,43.61058
1785,46.767933
1786,40.153408
1787,27.53279
1788,23.566862
1789,23.40508
1790,24.070066
1791,25.61681
1792,23.174969
1793,20.38672
1794,41.208504
1795,40.677673
1796,36.383156
1797,44.10102
1798,45.018845
1799,45.463642
1800,43.64601
1801,43.28138
1802,43.037365
1803,40.016376
1804,40.56429
1805,39.24794
1806,36.261467
1807,42.61934
1808,41.780212
1809,46.35194
1810,46.53203
1811,45.425495
1812,45.41052
1813,43.359287
1814,14.562897
1815,21.105265
1816,21.714478
1817,16.576015
1818,25.045221
1819,38.626396
1820,41.380604
1821,47.599533
1822,47.370827
1823,17.265844
1824,18.868326
1825,23.82818
1826,20.493961
1827,23.57434
1828,25.156324
1829,42.99603
1830,38.330505
1831,47.3137
1832,46.112835
1833,43.43782
1834,31.365461
1835,14.991339
1836,17.158936
1837,18.153599
1838,20.04936
1839,19.232409
1840,21.716415
1841,38.135727
1842,39.390125
1843,44.401134
1844,19.351562
1845,16.056147
1846,18.441906
1847,10.919392
1848,38.3354
1849,47.27674
1850,47.095642
1851,45.137577
1852,22.019989
1853,22.731417
1854,20.498514
1855,21.313225
1856,20.617657
1857,38.030056
1858,32.07193
1859,47.815033
1860,46.762306
1861,28.587976
1862,31.04161
1863,26.001629
1864,26.475307
1865,47.141064
1866,47.255238
1867,45.73925
1868,42.894478
1869,41.127434
1870,37.948097
1871,38.007668
1872,42.512333
1873,36.73689
